Date,close,high,low,open,volume,Price_Diff,Volume_Diff
2024-07-01,0.28999999165534973,0.28999999165534973,0.28999999165534973,0.28999999165534973,0,,
2024-07-02,0.2849999964237213,0.28999999165534973,0.26499998569488525,0.28999999165534973,76566,-0.004999995231628418,76566.0
2024-07-03,0.27000001072883606,0.2849999964237213,0.27000001072883606,0.2800000011920929,40592,-0.014999985694885254,-35974.0
2024-07-04,0.27000001072883606,0.2800000011920929,0.27000001072883606,0.2800000011920929,163023,0.0,122431.0
2024-07-05,0.25,0.27000001072883606,0.25,0.27000001072883606,4675196,-0.02000001072883606,4512173.0
2024-07-08,0.25999999046325684,0.26499998569488525,0.25,0.25,42976,0.009999990463256836,-4632220.0
2024-07-09,0.24500000476837158,0.25,0.23999999463558197,0.25,162072,-0.014999985694885254,119096.0
2024-07-10,0.23999999463558197,0.25,0.23999999463558197,0.24500000476837158,278804,-0.005000010132789612,116732.0
2024-07-11,0.23999999463558197,0.23999999463558197,0.23999999463558197,0.23999999463558197,0,0.0,-278804.0
2024-07-12,0.23499999940395355,0.23499999940395355,0.23000000417232513,0.23499999940395355,291147,-0.004999995231628418,291147.0
2024-07-15,0.22499999403953552,0.23499999940395355,0.2199999988079071,0.23499999940395355,135937,-0.01000000536441803,-155210.0
2024-07-16,0.22499999403953552,0.22499999403953552,0.2199999988079071,0.2199999988079071,72473,0.0,-63464.0
2024-07-17,0.22499999403953552,0.22499999403953552,0.2199999988079071,0.22499999403953552,229957,0.0,157484.0
2024-07-18,0.23999999463558197,0.23999999463558197,0.23499999940395355,0.23499999940395355,56924,0.015000000596046448,-173033.0
2024-07-19,0.25,0.25,0.24500000476837158,0.25,42998,0.01000000536441803,-13926.0
2024-07-22,0.25999999046325684,0.25999999046325684,0.25,0.25,12901,0.009999990463256836,-30097.0
2024-07-23,0.25999999046325684,0.25999999046325684,0.2549999952316284,0.25999999046325684,57277,0.0,44376.0
2024-07-24,0.25999999046325684,0.27000001072883606,0.25999999046325684,0.25999999046325684,114444,0.0,57167.0
2024-07-25,0.25999999046325684,0.25999999046325684,0.25999999046325684,0.25999999046325684,6199,0.0,-108245.0
2024-07-26,0.30000001192092896,0.30000001192092896,0.2800000011920929,0.2800000011920929,70681,0.04000002145767212,64482.0
2024-07-29,0.28999999165534973,0.3100000023841858,0.28999999165534973,0.30000001192092896,232033,-0.010000020265579224,161352.0
2024-07-30,0.28999999165534973,0.3050000071525574,0.28999999165534973,0.30000001192092896,113972,0.0,-118061.0
2024-07-31,0.2800000011920929,0.28999999165534973,0.2800000011920929,0.2800000011920929,22145,-0.009999990463256836,-91827.0
2024-08-01,0.28999999165534973,0.28999999165534973,0.2800000011920929,0.2800000011920929,26611,0.009999990463256836,4466.0
2024-08-02,0.2800000011920929,0.28999999165534973,0.2800000011920929,0.28999999165534973,180077,-0.009999990463256836,153466.0
2024-08-05,0.2750000059604645,0.2800000011920929,0.2750000059604645,0.2800000011920929,6137,-0.004999995231628418,-173940.0
2024-08-06,0.2800000011920929,0.2800000011920929,0.25999999046325684,0.2750000059604645,58006,0.004999995231628418,51869.0
2024-08-07,0.28999999165534973,0.28999999165534973,0.28999999165534973,0.28999999165534973,17464,0.009999990463256836,-40542.0
2024-08-08,0.30000001192092896,0.3050000071525574,0.28999999165534973,0.28999999165534973,93548,0.010000020265579224,76084.0
2024-08-09,0.3050000071525574,0.3050000071525574,0.30000001192092896,0.30000001192092896,2940,0.004999995231628418,-90608.0
2024-08-12,0.3050000071525574,0.3050000071525574,0.3050000071525574,0.3050000071525574,12071,0.0,9131.0
2024-08-13,0.32499998807907104,0.32499998807907104,0.3149999976158142,0.3149999976158142,74975,0.019999980926513672,62904.0
2024-08-14,0.3499999940395355,0.36000001430511475,0.33000001311302185,0.33000001311302185,204790,0.025000005960464478,129815.0
2024-08-15,0.3700000047683716,0.38499999046325684,0.35499998927116394,0.35499998927116394,81432,0.02000001072883606,-123358.0
2024-08-16,0.3499999940395355,0.375,0.3499999940395355,0.375,51173,-0.02000001072883606,-30259.0
2024-08-19,0.35499998927116394,0.35499998927116394,0.3499999940395355,0.3499999940395355,28068,0.004999995231628418,-23105.0
2024-08-20,0.36000001430511475,0.38499999046325684,0.36000001430511475,0.3700000047683716,354350,0.005000025033950806,326282.0
2024-08-21,0.36000001430511475,0.36000001430511475,0.3499999940395355,0.35499998927116394,12988,0.0,-341362.0
2024-08-22,0.3700000047683716,0.3700000047683716,0.36000001430511475,0.36500000953674316,23235,0.009999990463256836,10247.0
2024-08-23,0.3449999988079071,0.3700000047683716,0.3449999988079071,0.3700000047683716,4090,-0.025000005960464478,-19145.0
2024-08-26,0.32499998807907104,0.3400000035762787,0.32499998807907104,0.3400000035762787,21973,-0.02000001072883606,17883.0
2024-08-27,0.3050000071525574,0.3199999928474426,0.30000001192092896,0.3199999928474426,63432,-0.019999980926513672,41459.0
2024-08-28,0.3050000071525574,0.3050000071525574,0.3050000071525574,0.3050000071525574,2018,0.0,-61414.0
2024-08-29,0.2800000011920929,0.3199999928474426,0.2800000011920929,0.3149999976158142,229961,-0.025000005960464478,227943.0
2024-08-30,0.25,0.2750000059604645,0.25,0.2750000059604645,49198,-0.030000001192092896,-180763.0
2024-09-02,0.2549999952316284,0.25999999046325684,0.25,0.25999999046325684,27855,0.004999995231628418,-21343.0
2024-09-03,0.25,0.26499998569488525,0.25,0.25999999046325684,206911,-0.004999995231628418,179056.0
2024-09-04,0.25,0.25,0.24500000476837158,0.25,43174,0.0,-163737.0
