Date,close,high,low,open,volume,Price_Diff,Volume_Diff
2024-07-01,31.206830978393555,31.206830978393555,31.206830978393555,31.206830978393555,0,,
2024-07-02,31.38117027282715,31.478024254173736,31.10028855428246,31.10028855428246,103389,0.17433929443359375,103389.0
2024-07-03,30.84846305847168,31.4780231520382,30.80003422212274,31.381169174082746,178223,-0.5327072143554688,74834.0
2024-07-04,30.95500373840332,30.993746808652343,30.69349540370748,30.69349540370748,109432,0.10654067993164062,-68791.0
2024-07-05,31.03249168395996,31.671737601281556,30.751609950430367,30.896892777572297,152183,0.07748794555664062,42751.0
2024-07-08,31.768590927124023,31.768590927124023,31.013119502748488,31.013119502748488,334023,0.7360992431640625,181840.0
2024-07-09,31.89450454711914,31.952619155546973,31.34242869865429,31.952619155546973,257625,0.1259136199951172,-76398.0
2024-07-10,31.817018508911133,32.1366433142186,31.700792986409667,31.962303183095027,221537,-0.07748603820800781,-36088.0
2024-07-11,31.817018508911133,31.817018508911133,31.817018508911133,31.817018508911133,0,0.0,-221537.0
2024-07-12,32.91148376464844,32.91148376464844,32.16569630420537,32.16569630420537,214007,1.0944652557373047,214007.0
2024-07-15,33.31828308105469,33.41513707293412,32.56280790437184,32.83400573217158,84666,0.40679931640625,-129341.0
2024-07-16,33.124568939208984,33.32796452387585,32.64029162633968,33.32796452387585,133563,-0.19371414184570312,48897.0
2024-07-17,33.0277099609375,33.405449353704384,32.640290342723375,33.17299462698188,75584,-0.09685897827148438,-57979.0
2024-07-18,33.51198959350586,33.53136112997986,32.93085827825726,33.22142393588156,230709,0.4842796325683594,155125.0
2024-07-19,33.696014404296875,33.80255599824186,33.17299404933558,33.41513269203146,141776,0.18402481079101562,-88933.0
2024-07-22,33.99626541137695,34.093123089445534,33.53135964087566,33.53135964087566,76451,0.3002510070800781,-65325.0
2024-07-23,33.9865837097168,34.04469832035189,33.72507350397318,33.899413641135595,77126,-0.00968170166015625,675.0
2024-07-24,34.38368606567383,34.38368606567383,33.89940879714321,34.14154743140852,345111,0.39710235595703125,267985.0
2024-07-25,34.364315032958984,34.38368656735193,33.705697642568346,34.364315032958984,90293,-0.01937103271484375,-254818.0
2024-07-26,34.45148849487305,34.57740163349882,34.00595424403447,34.28683597837552,266846,0.0871734619140625,176553.0
2024-07-29,34.57740020751953,34.703313340952626,34.064063753404284,34.257775413745364,103350,0.12591171264648438,-163496.0
