Date,close,high,low,open,volume,Price_Diff,Volume_Diff
2024-07-01,3.687861680984497,3.687861680984497,3.687861680984497,3.687861680984497,0,,
2024-07-02,3.764096736907959,3.907036981278064,3.764096736907959,3.907036981278064,15437,0.07623505592346191,15437.0
2024-07-03,3.7831554412841797,3.811743490196943,3.7640967420090043,3.7640967420090043,17229,0.019058704376220703,1792.0
2024-07-04,3.8593904972076416,3.8593904972076416,3.7926848220003024,3.7926848220003024,32129,0.07623505592346191,14900.0
2024-07-05,3.79268479347229,3.878449167465871,3.764096744540302,3.8593904681778795,53313,-0.06670570373535156,21184.0
2024-07-08,3.973742723464966,3.973742723464966,3.821273126875789,3.821273126875789,17870,0.18105792999267578,-35443.0
2024-07-09,3.954684019088745,4.030918817290754,3.954684019088745,3.9737427186392473,28739,-0.019058704376220703,10869.0
2024-07-10,3.9451546669006348,4.002330768809888,3.9451546669006348,3.9546842444164767,17797,-0.009529352188110352,-10942.0
2024-07-11,3.9451546669006348,3.9451546669006348,3.9451546669006348,3.9451546669006348,0,0.0,-17797.0
2024-07-12,3.954684019088745,3.954684019088745,3.8689196439138653,3.8784492208867363,10547,0.009529352188110352,10547.0
2024-07-15,3.9070370197296143,3.954683995519522,3.9070370197296143,3.9451544186034457,17316,-0.04764699935913086,6769.0
2024-07-16,3.868919610977173,3.954683985421928,3.868919610977173,3.954683985421928,3612,-0.038117408752441406,-13704.0
2024-07-17,3.9451546669006348,3.9546842444164767,3.878449441870805,3.878449441870805,32374,0.07623505592346191,28762.0
2024-07-18,3.954684019088745,3.954684019088745,3.926095742565372,3.926095742565372,22646,0.009529352188110352,-9728.0
2024-07-19,4.173859119415283,4.173859119415283,3.926095581055871,3.954683856403196,36947,0.21917510032653809,14301.0
2024-07-22,4.145271301269531,4.164330002138081,4.12621260040098,4.164330002138081,6651,-0.028587818145751953,-30296.0
2024-07-23,4.145271301269531,4.192918280638543,4.145271301269531,4.164330002138081,64004,0.0,57353.0
2024-07-24,4.164329528808594,4.164329528808594,4.078565611845922,4.126212131404024,3988,0.0190582275390625,-60016.0
2024-07-25,4.154800891876221,4.1738595928042885,4.1452713142145505,4.164330015142618,21287,-0.009528636932373047,17299.0
2024-07-26,4.126212120056152,4.164329517355892,4.049977325456673,4.164329517355892,5160,-0.02858877182006836,-16127.0
2024-07-29,4.06903600692749,4.164329499774519,4.06903600692749,4.126212102635708,15359,-0.05717611312866211,10199.0
2024-07-30,4.1833882331848145,4.1833882331848145,4.097624316105821,4.107153438272277,5456,0.11435222625732422,-9903.0
2024-07-31,4.192917823791504,4.192917823791504,4.173859124999529,4.183388247197906,27431,0.009529590606689453,21975.0
2024-08-01,4.211976528167725,4.211976528167725,4.173859130533239,4.192917829350482,16069,0.019058704376220703,-11362.0
2024-08-02,4.211976528167725,4.211976528167725,4.211976528167725,4.211976528167725,4742,0.0,-11327.0
2024-08-05,4.211976528167725,4.240564349195978,4.173859130533239,4.173859130533239,8699,0.0,3957.0
2024-08-06,4.173859119415283,4.211976516948236,4.173859119415283,4.211976516948236,8536,-0.038117408752441406,-163.0
2024-08-07,4.240564346313477,4.240564346313477,4.17385912769608,4.17385912769608,8312,0.06670522689819336,-224.0
2024-08-08,4.240564346313477,4.240564346313477,4.192917826500367,4.240564346313477,2236,0.0,-6076.0
2024-08-09,4.288211345672607,4.288211345672607,4.192917851092261,4.2405643711848215,8607,0.04764699935913086,6371.0
2024-08-12,4.240564346313477,4.288211320521808,4.192917826500367,4.288211320521808,28432,-0.04764699935913086,19825.0
2024-08-13,4.192917823791504,4.211976522583479,4.192917823791504,4.192917823791504,31215,-0.047646522521972656,2783.0
2024-08-14,4.221505641937256,4.240564340716388,4.221505641937256,4.240564340716388,2264,0.028587818145751953,-28951.0
2024-08-15,4.202447414398193,4.221506115314467,4.192918291137693,4.221506115314467,55763,-0.0190582275390625,53499.0
2024-08-16,4.192917823791504,4.221505644781855,4.192917823791504,4.20244694598988,47748,-0.009529590606689453,-8015.0
2024-08-19,4.288211345672607,4.288211345672607,4.221505672268752,4.221505672268752,14488,0.09529352188110352,-33260.0
2024-08-20,4.269152641296387,4.288211340188081,4.202446967977847,4.288211340188081,6819,-0.019058704376220703,-7669.0
2024-08-21,4.221505641937256,4.269152616082698,4.221505641937256,4.269152616082698,11013,-0.04764699935913086,4194.0
2024-08-22,4.202447414398193,4.231035692970241,4.202447414398193,4.231035692970241,10367,-0.0190582275390625,-646.0
2024-08-23,4.221505641937256,4.221505641937256,4.202446943158123,4.221505641937256,8052,0.0190582275390625,-2315.0
2024-08-26,4.164329528808594,4.211976502761916,4.164329528808594,4.211976502761916,20214,-0.05717611312866211,12162.0
2024-08-27,4.173859119415283,4.192917818181759,4.164329542834435,4.192917818181759,8170,0.009529590606689453,-12044.0
2024-08-28,4.240564346313477,4.240564346313477,4.10715345468346,4.1643295510963245,30076,0.06670522689819336,21906.0
2024-08-29,4.202447414398193,4.240564816230741,4.18338871348192,4.240564816230741,17380,-0.0381169319152832,-12696.0
2024-08-30,4.221505641937256,4.221505641937256,4.126212148041593,4.1452708468207256,4799,0.0190582275390625,-12581.0
2024-09-02,4.288211345672607,4.288211345672607,4.2405643711848215,4.2405643711848215,31550,0.06670570373535156,26751.0
2024-09-03,4.4787983894348145,4.4787983894348145,4.288211397950655,4.288211397950655,51366,0.19058704376220703,19816.0
2024-09-04,4.431151866912842,4.478798387566389,4.431151866912842,4.478798387566389,19593,-0.047646522521972656,-31773.0
