Date,close,high,low,open,volume,Price_Diff,Volume_Diff
2024-07-01,1.6866244077682495,1.7103796587813853,1.6723712571603682,1.7103796587813853,404255,,
2024-07-02,1.6818733215332031,1.7103796221382477,1.6818733215332031,1.6866243716340439,325054,-0.004751086235046387,-79201.0
2024-07-03,1.7103794813156128,1.7293837934282414,1.6913752824769441,1.6913752824769441,205599,0.028506159782409668,-119455.0
2024-07-04,1.6723711490631104,1.71988164801844,1.6723711490631104,1.71988164801844,687455,-0.03800833225250244,481856.0
2024-07-05,1.7008774280548096,1.715130577570614,1.6723711290232008,1.6723711290232008,219741,0.02850627899169922,-467714.0
2024-07-08,1.7103794813156128,1.719881580734947,1.7008773818962786,1.7056284316059456,191134,0.009502053260803223,-28607.0
2024-07-09,1.7103794813156128,1.7388858928475759,1.7056284316059456,1.7388858928475759,1250085,0.0,1058951.0
2024-07-10,1.7008774280548096,1.7388859400375845,1.7008774280548096,1.7293838403603816,256486,-0.009502053260803223,-993599.0
2024-07-11,1.7008774280548096,1.7008774280548096,1.7008774280548096,1.7008774280548096,0,0.0,-256486.0
2024-07-12,1.757890224456787,1.757890224456787,1.7388860241827626,1.7388860241827626,245876,0.05701279640197754,245876.0
2024-07-15,1.7958985567092896,1.7958985567092896,1.762641207494478,1.786396456933629,607888,0.03800833225250244,362012.0
2024-07-16,1.7863963842391968,1.795898483628185,1.76739218546122,1.795898483628185,557312,-0.009502172470092773,-50576.0
2024-07-17,1.8244048357009888,1.843409148314447,1.7863964370219982,1.7863964370219982,160634,0.03800845146179199,-396678.0
2024-07-18,1.814902663230896,1.8434090743706377,1.8054005639423016,1.8291558121637876,910677,-0.009502172470092773,750043.0
2024-07-19,1.8339070081710815,1.8434092214920001,1.8054007080302281,1.829155958147606,1946964,0.019004344940185547,1036287.0
2024-07-22,1.8291559219360352,1.8434091849982595,1.8244048720066155,1.8291559219360352,351721,-0.004751086235046387,-1595243.0
2024-07-23,1.8339070081710815,1.8434092214920001,1.8339070081710815,1.838658058194557,437848,0.004751086235046387,86127.0
2024-07-24,1.8624132871627808,1.8624132871627808,1.8339068758054629,1.8434090884405419,603952,0.02850627899169922,166104.0
2024-07-25,1.8339070081710815,1.8529113215389514,1.8339070081710815,1.8434092214920001,1330523,-0.02850627899169922,726571.0
2024-07-26,1.8434091806411743,1.8529112804775543,1.833906967530829,1.8481602305593643,428884,0.009502172470092773,-901639.0
2024-07-29,1.8339070081710815,1.8624134215859025,1.829155958147606,1.8624134215859025,180764,-0.009502172470092773,-248120.0
2024-07-30,1.8434091806411743,1.8576623303957445,1.8386580174490192,1.8386580174490192,300125,0.009502172470092773,119361.0
2024-07-31,1.8054007291793823,1.8576623933237941,1.8054007291793823,1.8434092430864006,627182,-0.03800845146179199,327057.0
2024-08-01,1.8291559219360352,1.8386580217948745,1.8149027721477764,1.8244048720066155,3585418,0.023755192756652832,2958236.0
