symbol
NVDA
MSFT
AAPL
AMZN
GOOG
GOOGL
META
AVGO
TSLA
NFLX
COST
PLTR
AMD
ASML
TMUS
CSCO
AZN
INTU
LIN
PEP
BKNG
ISRG
QCOM
TXN
ARM
PDD
AMGN
SHOP
ADBE
AMAT
GILD
HON
PANW
LRCX
MU
ADP
SNY
CMCSA
APP
KLAC
MELI
VRTX
CRWD
ADI
MSTR
IBKR
SBUX
CEG
DASH
CDNS
CME
SNPS
COIN
HOOD
MDLZ
TRI
CTAS
INTC
ABNB
ORLY
NTES
FTNT
EQIX
MAR
PYPL
CSX
MRVL
ADSK
WDAY
ROP
REGN
MNST
AEP
NXPI
AXON
NDAQ
FAST
PAYX
TEAM
PCAR
CRWV
DDOG
JD
IDXX
KDP
ROST
CCEP
ZS
BKR
CPRT
EXC
FANG
ALNY
KMB
XEL
TTD
TCOM
VRSK
CSGP
TTWO
CHTR
MCHP
FER
EA
CTSH
ARGX
EBAY
GEHC
DXCM
SMCI
MPWR
ODFL
KHC
RYAAY
ONC
TW
WBD
STX
ACGL
LPLA
TSCO
WTW
SYM
BIDU
UAL
LI
FITB
VOD
FCNCA
BNTX
VRSN
NTRS
FWONK
FOXA
SOFI
ERIC
WDC
SBAC
LULU
PTC
HBAN
ON
DLTR
CDW
CINF
CHKP
EXE
STRD
EXPE
TROW
ULTA
FOX
FWONA
CG
ZM
GFS
AFRM
DKNG
GRAB
FUTU
TPG
CYBR
NTAP
SSNC
RPRX
PODD
NTNX
ESLT
RKLB
TRMB
SMMT
MDB
ALAB
FSLR
FLEX
CASY
Z
INSM
NWS
STLD
GEN
CRDO
BIIB
ZG
NTRA
PFG
BSY
ASTS
OKTA
ILMN
FFIV
FITBI
ZBRA
LNT
NWSA
TLN
ERIE
KSPI
DOCU
EVRG
DPZ
WWD
ARCC
WMG
SFM
DUOL
INCY
RIVN
GMAB
ICLR
ALGN
HOLX
COO
TER
EWBC
JBHT
ENTG
LOGI
MANH
UTHR
NBIX
ROKU
PAA
GLPI
REG
DRS
JKHY
LAMR
MRNA
MEDP
LECO
NDSN
AVAV
TXRH
CELH
CART
MORN
SAIL
NBIS
POOL
CHYM
CHRW
FTAI
AKAM
WYNN
HST
BMRN
PPC
SEIC
FRHC
VNOM
SWKS
VTRS
HAS
AUR
COOP
TEM
LINE
EXEL
WBA
RGLD
AGNC
HTHT
ASND
BILI
KTOS
CAI
ACGLO
GTM
MBLY
