symbol,name,sector,industry,marketCap
BHVN,Biohaven Ltd.,Healthcare,Biotechnology,1628123520.0
RCUS,"Arcus Biosciences, Inc.",Healthcare,Biotechnology,1127104256.0
NUVB,Nuvation Bio Inc.,Healthcare,Biotechnology,1016550784.0
DNA,"Ginkgo Bioworks Holdings, Inc.",Healthcare,Biotechnology,750061440.0
ADCT,ADC Therapeutics SA,Healthcare,Biotechnology,345371936.0
ANRO,,Healthcare,Biotechnology,99641888.0
ANVS,"Annovis Bio, Inc.",Healthcare,Biotechnology,45013120.0
VRTX,Vertex Pharmaceuticals Incorporated,Healthcare,Biotechnology,100254007296.0
REGN,"Regeneron Pharmaceuticals, Inc.",Healthcare,Biotechnology,61546651648.0
ALNY,"Alnylam Pharmaceuticals, Inc.",Healthcare,Biotechnology,58528083968.0
ARGX,argenx SE,Healthcare,Biotechnology,43586568192.0
ONC,BeOne Medicines AG,Healthcare,Biotechnology,37655474176.0
BNTX,BioNTech SE,Healthcare,Biotechnology,24039901184.0
RPRX,Royalty Pharma plc,Healthcare,Biotechnology,20982601728.0
SMMT,Summit Therapeutics Inc.,Healthcare,Biotechnology,17605474304.0
INSM,Insmed Incorporated,Healthcare,Biotechnology,28768139264.0
INCY,Incyte Corporation,Healthcare,Biotechnology,16522302464.0
GMAB,Genmab A/S,Healthcare,Biotechnology,15800856576.0
MRNA,"Moderna, Inc.",Healthcare,Biotechnology,9372937216.0
BMRN,BioMarin Pharmaceutical Inc.,Healthcare,Biotechnology,11188714496.0
RADX,Radiopharm Theranostics Limited,Healthcare,Biotechnology,42711812.0
EXEL,"Exelixis, Inc.",Healthcare,Biotechnology,10073576448.0
ASND,Ascendis Pharma A/S,Healthcare,Biotechnology,11763903488.0
TECH,Bio-Techne Corporation,Healthcare,Biotechnology,8497696768.0
VRNA,Verona Pharma plc,Healthcare,Biotechnology,9000115200.0
BBIO,"BridgeBio Pharma, Inc.",Healthcare,Biotechnology,9894906880.0
CAI,"Caris Life Sciences, Inc.",Healthcare,Biotechnology,10797878272.0
ROIV,Roivant Sciences Ltd.,Healthcare,Biotechnology,8151562240.0
LEGN,Legend Biotech Corporation,Healthcare,Biotechnology,6410150912.0
HALO,"Halozyme Therapeutics, Inc.",Healthcare,Biotechnology,8556063232.0
CORT,Corcept Therapeutics Incorporated,Healthcare,Biotechnology,7346535936.0
JAZZ,Jazz Pharmaceuticals plc,Healthcare,Biotechnology,7749161472.0
RVMD,"Revolution Medicines, Inc.",Healthcare,Biotechnology,7097845760.0
IONS,"Ionis Pharmaceuticals, Inc.",Healthcare,Biotechnology,6795635200.0
MDGL,"Madrigal Pharmaceuticals, Inc.",Healthcare,Biotechnology,9759239168.0
NUVL,"Nuvalent, Inc.",Healthcare,Biotechnology,5521785856.0
