symbol,name,sector,industry,marketCap,marketCap_str
AG,First Majestic Silver Corp.,Basic Materials,Silver,4469560832.0,4.47B
EXK,Endeavour Silver Corp.,Basic Materials,Silver,1810667008.0,1.811B
