symbol,name,sector,industry,marketCap
HCA,"HCA Healthcare, Inc.",Healthcare,Medical Care Facilities,94524211200.0
FMS,Fresenius Medical Care AG,Healthcare,Medical Care Facilities,15081454592.0
THC,Tenet Healthcare Corporation,Healthcare,Medical Care Facilities,16285740032.0
DVA,DaVita Inc.,Healthcare,Medical Care Facilities,9849839616.0
EHC,Encompass Health Corporation,Healthcare,Medical Care Facilities,12264154112.0
UHS,"Universal Health Services, Inc.",Healthcare,Medical Care Facilities,11555515392.0
CHE,Chemed Corporation,Healthcare,Medical Care Facilities,6673110016.0
CON,"Concentra Group Holdings Parent, Inc.",Healthcare,Medical Care Facilities,3050469632.0
SEM,Select Medical Holdings Corporation,Healthcare,Medical Care Facilities,1613096960.0
BKD,Brookdale Senior Living Inc.,Healthcare,Medical Care Facilities,1828672896.0
PACS,"PACS Group, Inc.",Healthcare,Medical Care Facilities,1806272000.0
ARDT,"Ardent Health, Inc.",Healthcare,Medical Care Facilities,1816015104.0
GRDN,"Guardian Pharmacy Services, Inc.",Healthcare,Medical Care Facilities,1672946048.0
USPH,"U.S. Physical Therapy, Inc.",Healthcare,Medical Care Facilities,1260267776.0
MD,"Pediatrix Medical Group, Inc.",Healthcare,Medical Care Facilities,1498718976.0
AGL,"agilon health, inc.",Healthcare,Medical Care Facilities,530461440.0
AMN,"AMN Healthcare Services, Inc.",Healthcare,Medical Care Facilities,796379008.0
SNDA,"Sonida Senior Living, Inc.",Healthcare,Medical Care Facilities,487518272.0
AUNA,,Healthcare,Medical Care Facilities,465541760.0
CYH,"Community Health Systems, Inc.",Healthcare,Medical Care Facilities,386728448.0
EHAB,"Enhabit, Inc.",Healthcare,Medical Care Facilities,399440352.0
CCM,Concord Medical Services Holdings Limited,Healthcare,Medical Care Facilities,22684184.0
ENSG,"The Ensign Group, Inc.",Healthcare,Medical Care Facilities,9911740416.0
OPCH,"Option Care Health, Inc.",Healthcare,Medical Care Facilities,4654620672.0
AMED,"Amedisys, Inc.",Healthcare,Medical Care Facilities,3321328640.0
SGRY,"Surgery Partners, Inc.",Healthcare,Medical Care Facilities,2909062400.0
ACHC,"Acadia Healthcare Company, Inc.",Healthcare,Medical Care Facilities,2120277888.0
ADUS,Addus HomeCare Corporation,Healthcare,Medical Care Facilities,2119957248.0
LFST,"LifeStance Health Group, Inc.",Healthcare,Medical Care Facilities,2131369344.0
ASTH,"Astrana Health, Inc.",Healthcare,Medical Care Facilities,1475158528.0
HCSG,"Healthcare Services Group, Inc.",Healthcare,Medical Care Facilities,1130362240.0
PNTG,"The Pennant Group, Inc.",Healthcare,Medical Care Facilities,829833600.0
AVAH,Aveanna Healthcare Holdings Inc.,Healthcare,Medical Care Facilities,1671168000.0
INNV,InnovAge Holding Corp.,Healthcare,Medical Care Facilities,517099744.0
NUTX,Nutex Health Inc.,Healthcare,Medical Care Facilities,465463520.0
CCRN,"Cross Country Healthcare, Inc.",Healthcare,Medical Care Facilities,438355552.0
CMPS,COMPASS Pathways plc,Healthcare,Medical Care Facilities,424060544.0
AIRS,"AirSculpt Technologies, Inc.",Healthcare,Medical Care Facilities,402716704.0
TOI,"The Oncology Institute, Inc.",Healthcare,Medical Care Facilities,317916320.0
BTMD,biote Corp.,Healthcare,Medical Care Facilities,164608480.0
JYNT,The Joint Corp.,Healthcare,Medical Care Facilities,164788112.0
DCGO,DocGo Inc.,Healthcare,Medical Care Facilities,152580624.0
NAKA,"Kindly MD, Inc.",Healthcare,Medical Care Facilities,2046092800.0
MODV,ModivCare Inc.,Healthcare,Medical Care Facilities,6199406.0
PIII,P3 Health Partners Inc.,Healthcare,Medical Care Facilities,1692148864.0
BMGL,Basel Medical Group Ltd,Healthcare,Medical Care Facilities,38323032.0
NIVF,NewGenIvf Group Limited,Healthcare,Medical Care Facilities,3445438.0
