Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-06-13,2.759000062942505,2.7799999713897705,2.74399995803833,2.7799999713897705,1484,-0.0299999713897705,-5790.0,2.736444446775648,2.73213799794515,1,-0.01081480290656911,-0.01081480290656911,2.0
