Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-06-18,8.642000198364258,8.673999786376953,8.569999694824219,8.673999786376953,645,0.01300048828125,256.0,8.620888921949598,8.618918100992838,1,0.0015054705350667774,0.0015054705350667774,2.0
