Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-06-04,0.096000000834465,0.1019999980926513,0.0949999988079071,0.0949999988079071,1128316,0.0010000020265579,-543204.0,0.08655555629067947,0.08585714300473526,1,0.010471321107985432,0.010471321107985432,2.0
