Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-05-29,3.0,3.013000011444092,2.9690001010894775,3.013000011444092,17960,0.0071539878845214,-11523.0,2.9949627187516956,2.986672208422706,1,0.002387510464418874,0.002387510464418874,2.0
