Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-05-30,2.819000005722046,2.8410000801086426,2.819000005722046,2.8410000801086426,2546,-0.0309998989105224,1736.0,2.7897919019063315,2.7844988050914945,1,-0.01093674665651223,-0.01093674665651223,2.0
