Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-05-27,0.0540000014007091,0.0540000014007091,0.0540000014007091,0.0540000014007091,375,-0.0009999983012676,371.0,0.051555556141667826,0.051380952731484415,1,-0.018349107310533963,-0.018349107310533963,2.0
