Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-05-21,0.2768571376800537,0.2768571376800537,0.2671428612897867,0.2719999994849202,120130,0.0145713984966278,46533.0,0.26606350474887425,0.2657551169395447,1,0.05406710764486777,0.05406710764486777,2.0
