Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-06-10,1.9950000047683716,1.9950000047683716,1.955000042915344,1.975000023841858,401699,0.0349999666213989,-715129.0,1.92987056573232,1.9262519109816778,1,0.017699560026820937,0.017699560026820937,2.0
