Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-06-04,0.6200000047683716,0.6299999952316284,0.6200000047683716,0.6299999952316284,177,-0.0099999904632568,177.0,0.6255555550257365,0.6247619049889701,1,-0.016000326086675454,-0.016000326086675454,2.0
