Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-05-23,0.0170000009238719,0.0170000009238719,0.0160000007599592,0.0160000007599592,595220,0.0010000001639127,-855636.0,0.014888889156281877,0.014857142808891409,1,0.06062462866438967,0.06062462866438967,2.0
