Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-06-24,0.0790000036358833,0.0799999982118606,0.0780000016093254,0.0780000016093254,87986,0.004000000655651,81465.0,0.06533333328035137,0.06352381000206579,1,0.05195974521812108,0.05195974521812108,2.0
