Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-06-11,3.5999999046325684,3.5999999046325684,3.5299999713897705,3.5999999046325684,23368,0.0499999523162841,-48914.0,3.573333316379123,3.568571454002744,1,0.013986228915819021,0.013986228915819021,2.0
