Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-05-20,6.869999885559082,6.869999885559082,6.840000152587891,6.869999885559082,2507,0.0,2299.0,6.836666584014893,6.829523813156855,1,0.0,0.0,2.0
2025-06-18,7.0,7.0,7.0,7.0,756,0.0,-4879.0,6.863333384195964,6.8538095610482355,1,0.0,0.0,2.0
