Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-06-13,2.4709999561309814,2.489000082015991,2.4679999351501465,2.489000082015991,229600,-0.0139999389648437,-308040.0,2.461666636996799,2.46075861794608,1,-0.005649708080707194,-0.005649708080707194,2.0
