Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-06-25,3.0,3.0,3.0,3.0,5848,0.0030000209808349,1837.0,2.994999991522895,2.994591996783302,1,0.001000507334195877,0.001000507334195877,2.0
