Date,close,high,low,open,volume,Price_Diff,Volume_Diff,9-day,21-day,signal,return,system_return,entry
2025-06-16,0.8999999761581421,0.8999999761581421,0.8999999761581421,0.8999999761581421,10870,0.0,-172977.0,0.9111111031638252,0.9104055364926656,1,0.0,0.0,2.0
